responsable,nombre de muestra,id secuencial,tipologia,a,b,c,
Daniel Beltrés,M7,1616,,70,70,41,correcto
Daniel Beltrés,M7,1617,,106,83,50,correcto
Daniel Beltrés,M7,1618,,65,50,32,correcto
Daniel Beltrés,M7,1619,,125,90,43,correcto
Daniel Beltrés,M7,1620,,82,58,48,correcto
Jhohansel Santana,M1,1621,,,,,faltan valores
Jhohansel Santana,M1,1622,,,,,faltan valores
Jhohansel Santana,M1,1623,,,,,faltan valores
Jhohansel Santana,M1,1624,,,,,faltan valores
Jhohansel Santana,M1,1625,,,,,faltan valores
Jhohansel Santana,M1,1626,,,,,faltan valores
Jhohansel Santana,M1,1627,,,,,faltan valores
Jhohansel Santana,M1,1628,,,,,faltan valores
Jhohansel Santana,M1,1629,,,,,faltan valores
Jhohansel Santana,M1,1630,,,,,faltan valores
Jhohansel Santana,M1,1631,,,,,faltan valores
Jhohansel Santana,M1,1632,,,,,faltan valores
Jhohansel Santana,M1,1633,,,,,faltan valores
Jhohansel Santana,M1,1634,,,,,faltan valores
Jhohansel Santana,M1,1635,,,,,faltan valores
Jhohansel Santana,M1,1636,,,,,faltan valores
Jhohansel Santana,M1,1637,,,,,faltan valores
Jhohansel Santana,M1,1638,,,,,faltan valores
Jhohansel Santana,M1,1639,,,,,faltan valores
Jhohansel Santana,M1,1640,,,,,faltan valores
Jhohansel Santana,M1,1641,,,,,faltan valores
Jhohansel Santana,M1,1642,,,,,faltan valores
Jhohansel Santana,M1,1643,,,,,faltan valores
Jhohansel Santana,M1,1644,,,,,faltan valores
Jhohansel Santana,M1,1645,,,,,faltan valores
Jhohansel Santana,M1,1646,,,,,faltan valores
Jhohansel Santana,M1,1647,,,,,faltan valores
Jhohansel Santana,M1,1648,,,,,faltan valores
Jhohansel Santana,M1,1649,,,,,faltan valores
Jhohansel Santana,M1,1650,,,,,faltan valores
Jhohansel Santana,M2,1651,,,,,faltan valores
Jhohansel Santana,M2,1652,,,,,faltan valores
Jhohansel Santana,M2,1653,,,,,faltan valores
Jhohansel Santana,M2,1654,,,,,faltan valores
Jhohansel Santana,M2,1655,,,,,faltan valores
Jhohansel Santana,M2,1656,,,,,faltan valores
Jhohansel Santana,M2,1657,,,,,faltan valores
Jhohansel Santana,M2,1658,,,,,faltan valores
Jhohansel Santana,M2,1659,,,,,faltan valores
Jhohansel Santana,M2,1660,,,,,faltan valores
Jhohansel Santana,M2,1661,,,,,faltan valores
Jhohansel Santana,M2,1662,,,,,faltan valores
Jhohansel Santana,M2,1663,,,,,faltan valores
Jhohansel Santana,M2,1664,,,,,faltan valores
Jhohansel Santana,M2,1665,,,,,faltan valores
Jhohansel Santana,M2,1666,,,,,faltan valores
Jhohansel Santana,M2,1667,,,,,faltan valores
Jhohansel Santana,M2,1668,,,,,faltan valores
Jhohansel Santana,M2,1669,,,,,faltan valores
Jhohansel Santana,M2,1670,,,,,faltan valores
Jhohansel Santana,M2,1671,,,,,faltan valores
Jhohansel Santana,M2,1672,,,,,faltan valores
Jhohansel Santana,M2,1673,,,,,faltan valores
Jhohansel Santana,M2,1674,,,,,faltan valores
Jhohansel Santana,M2,1675,,,,,faltan valores
Jhohansel Santana,M2,1676,,,,,faltan valores
Jhohansel Santana,M2,1677,,,,,faltan valores
Jhohansel Santana,M2,1678,,,,,faltan valores
Jhohansel Santana,M2,1679,,,,,faltan valores
Jhohansel Santana,M2,1680,,,,,faltan valores
Jhohansel Santana,M3,1681,,,,,faltan valores
Jhohansel Santana,M3,1682,,,,,faltan valores
Jhohansel Santana,M3,1683,,,,,faltan valores
Jhohansel Santana,M3,1684,,,,,faltan valores
Jhohansel Santana,M3,1685,,,,,faltan valores
Jhohansel Santana,M3,1686,,,,,faltan valores
Jhohansel Santana,M3,1687,,,,,faltan valores
Jhohansel Santana,M3,1688,,,,,faltan valores
Jhohansel Santana,M3,1689,,,,,faltan valores
Jhohansel Santana,M3,1690,,,,,faltan valores
Jhohansel Santana,M3,1691,,,,,faltan valores
Jhohansel Santana,M3,1692,,,,,faltan valores
Jhohansel Santana,M3,1693,,,,,faltan valores
Jhohansel Santana,M3,1694,,,,,faltan valores
Jhohansel Santana,M3,1695,,,,,faltan valores
Jhohansel Santana,M3,1696,,,,,faltan valores
Jhohansel Santana,M3,1697,,,,,faltan valores
Jhohansel Santana,M3,1698,,,,,faltan valores
Jhohansel Santana,M3,1699,,,,,faltan valores
Jhohansel Santana,M3,1700,,,,,faltan valores
Jhohansel Santana,M3,1701,,,,,faltan valores
Jhohansel Santana,M3,1702,,,,,faltan valores
Jhohansel Santana,M3,1703,,,,,faltan valores
Jhohansel Santana,M3,1704,,,,,faltan valores
Jhohansel Santana,M3,1705,,,,,faltan valores
Jhohansel Santana,M3,1706,,,,,faltan valores
Jhohansel Santana,M3,1707,,,,,faltan valores
Jhohansel Santana,M3,1708,,,,,faltan valores
Jhohansel Santana,M3,1709,,,,,faltan valores
Jhohansel Santana,M3,1710,,,,,faltan valores
Jhohansel Santana,M4,1711,,,,,faltan valores
Jhohansel Santana,M4,1712,,,,,faltan valores
Jhohansel Santana,M4,1713,,,,,faltan valores
Jhohansel Santana,M4,1714,,,,,faltan valores
Jhohansel Santana,M4,1715,,,,,faltan valores
Jhohansel Santana,M4,1716,,,,,faltan valores
Jhohansel Santana,M4,1717,,,,,faltan valores
Jhohansel Santana,M4,1718,,,,,faltan valores
Jhohansel Santana,M4,1719,,,,,faltan valores
Jhohansel Santana,M4,1720,,,,,faltan valores
Jhohansel Santana,M4,1721,,,,,faltan valores
Jhohansel Santana,M4,1722,,,,,faltan valores
Jhohansel Santana,M4,1723,,,,,faltan valores
Jhohansel Santana,M4,1724,,,,,faltan valores
Jhohansel Santana,M4,1725,,,,,faltan valores
Jhohansel Santana,M4,1726,,,,,faltan valores
Jhohansel Santana,M4,1727,,,,,faltan valores
Jhohansel Santana,M4,1728,,,,,faltan valores
Jhohansel Santana,M4,1729,,,,,faltan valores
Jhohansel Santana,M4,1730,,,,,faltan valores
Jhohansel Santana,M4,1731,,,,,faltan valores
Jhohansel Santana,M4,1732,,,,,faltan valores
Jhohansel Santana,M4,1733,,,,,faltan valores
Jhohansel Santana,M4,1734,,,,,faltan valores
Jhohansel Santana,M4,1735,,,,,faltan valores
Jhohansel Santana,M4,1736,,,,,faltan valores
Jhohansel Santana,M4,1737,,,,,faltan valores
Jhohansel Santana,M4,1738,,,,,faltan valores
Jhohansel Santana,M4,1739,,,,,faltan valores
Jhohansel Santana,M4,1740,,,,,faltan valores
Jhohansel Santana,M5,1741,,,,,faltan valores
Jhohansel Santana,M5,1742,,,,,faltan valores
Jhohansel Santana,M5,1743,,,,,faltan valores
Jhohansel Santana,M5,1744,,,,,faltan valores
Jhohansel Santana,M5,1745,,,,,faltan valores
Jhohansel Santana,M5,1746,,,,,faltan valores
Jhohansel Santana,M5,1747,,,,,faltan valores
Jhohansel Santana,M5,1748,,,,,faltan valores
Jhohansel Santana,M5,1749,,,,,faltan valores
Jhohansel Santana,M5,1750,,,,,faltan valores
Jhohansel Santana,M5,1751,,,,,faltan valores
Jhohansel Santana,M5,1752,,,,,faltan valores
Jhohansel Santana,M5,1753,,,,,faltan valores
Jhohansel Santana,M5,1754,,,,,faltan valores
Jhohansel Santana,M5,1755,,,,,faltan valores
Jhohansel Santana,M5,1756,,,,,faltan valores
Jhohansel Santana,M5,1757,,,,,faltan valores
Jhohansel Santana,M5,1758,,,,,faltan valores
Jhohansel Santana,M5,1759,,,,,faltan valores
Jhohansel Santana,M5,1760,,,,,faltan valores
Jhohansel Santana,M5,1761,,,,,faltan valores
Jhohansel Santana,M5,1762,,,,,faltan valores
Jhohansel Santana,M5,1763,,,,,faltan valores
Jhohansel Santana,M5,1764,,,,,faltan valores
Jhohansel Santana,M5,1765,,,,,faltan valores
Jhohansel Santana,M5,1766,,,,,faltan valores
Jhohansel Santana,M5,1767,,,,,faltan valores
Jhohansel Santana,M5,1768,,,,,faltan valores
Jhohansel Santana,M5,1769,,,,,faltan valores
Jhohansel Santana,M5,1770,,,,,faltan valores
Jhohansel Santana,M6,1771,,,,,faltan valores
Jhohansel Santana,M6,1772,,,,,faltan valores
Jhohansel Santana,M6,1773,,,,,faltan valores
Jhohansel Santana,M6,1774,,,,,faltan valores
Jhohansel Santana,M6,1775,,,,,faltan valores
Jhohansel Santana,M6,1776,,,,,faltan valores
Jhohansel Santana,M6,1777,,,,,faltan valores
Jhohansel Santana,M6,1778,,,,,faltan valores
Jhohansel Santana,M6,1779,,,,,faltan valores
Jhohansel Santana,M6,1780,,,,,faltan valores
Jhohansel Santana,M6,1781,,,,,faltan valores
Jhohansel Santana,M6,1782,,,,,faltan valores
Jhohansel Santana,M6,1783,,,,,faltan valores
Jhohansel Santana,M6,1784,,,,,faltan valores
Jhohansel Santana,M6,1785,,,,,faltan valores
Jhohansel Santana,M6,1786,,,,,faltan valores
Jhohansel Santana,M6,1787,,,,,faltan valores
Jhohansel Santana,M6,1788,,,,,faltan valores
Jhohansel Santana,M6,1789,,,,,faltan valores
Jhohansel Santana,M6,1790,,,,,faltan valores
Jhohansel Santana,M6,1791,,,,,faltan valores
Jhohansel Santana,M6,1792,,,,,faltan valores
Jhohansel Santana,M6,1793,,,,,faltan valores
Jhohansel Santana,M6,1794,,,,,faltan valores
Jhohansel Santana,M6,1795,,,,,faltan valores
Jhohansel Santana,M6,1796,,,,,faltan valores
Jhohansel Santana,M6,1797,,,,,faltan valores
Jhohansel Santana,M6,1798,,,,,faltan valores
Jhohansel Santana,M6,1799,,,,,faltan valores
Jhohansel Santana,M6,1800,,,,,faltan valores
Jhohansel Santana,M7,1801,,,,,faltan valores
Jhohansel Santana,M7,1802,,,,,faltan valores
Jhohansel Santana,M7,1803,,,,,faltan valores
Jhohansel Santana,M7,1804,,,,,faltan valores
Jhohansel Santana,M7,1805,,,,,faltan valores
Jhohansel Santana,M7,1806,,,,,faltan valores
Jhohansel Santana,M7,1807,,,,,faltan valores
Jhohansel Santana,M7,1808,,,,,faltan valores
Jhohansel Santana,M7,1809,,,,,faltan valores
Jhohansel Santana,M7,1810,,,,,faltan valores
Jhohansel Santana,M7,1811,,,,,faltan valores
Jhohansel Santana,M7,1812,,,,,faltan valores
Jhohansel Santana,M7,1813,,,,,faltan valores
Jhohansel Santana,M7,1814,,,,,faltan valores
Jhohansel Santana,M7,1815,,,,,faltan valores
Jhohansel Santana,M7,1816,,,,,faltan valores
Jhohansel Santana,M7,1817,,,,,faltan valores
Jhohansel Santana,M7,1818,,,,,faltan valores
Jhohansel Santana,M7,1819,,,,,faltan valores
Jhohansel Santana,M7,1820,,,,,faltan valores
Jhohansel Santana,M7,1821,,,,,faltan valores
Jhohansel Santana,M7,1822,,,,,faltan valores
Jhohansel Santana,M7,1823,,,,,faltan valores
Jhohansel Santana,M7,1824,,,,,faltan valores
Jhohansel Santana,M7,1825,,,,,faltan valores
Jhohansel Santana,M7,1826,,,,,faltan valores
Jhohansel Santana,M7,1827,,,,,faltan valores
Jhohansel Santana,M7,1828,,,,,faltan valores
Jhohansel Santana,M7,1829,,,,,faltan valores
Jhohansel Santana,M7,1830,,,,,faltan valores
